"CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY"
2008,8,7,226
2008,8,7,100
2008,9,2,435
2008,9,5,1517
2008,8,3,1711
2008,8,7,1
2008,9,4,1904
2008,9,3,714
2008,9,6,1432
2008,9,3,1150
2008,9,4,853
2008,9,5,1014
2008,8,4,1100
2008,8,1,1131
2008,9,4,2127
2008,9,4,2010
2008,10,6,1159
2008,9,1,847
2008,9,6,1220
2008,9,2,1500
2008,9,1,1336
2008,9,3,1443
2008,10,6,1545
2008,10,5,1800
2008,9,3,1208
2008,8,6,110
2008,9,1,1149
2008,9,4,257
2008,9,4,900
2008,9,3,2330
2008,9,7,1304
2008,8,4,1000
2008,9,2,839
2008,10,6,1513
2008,10,6,1655
2008,10,7,37
2008,10,7,15
2008,10,6,2230
2008,9,7,633
2008,10,7,300
2008,10,6,2115
2008,9,3,2108
2008,9,3,1725
2008,10,6,1115
2008,9,7,1355
2008,10,5,1024
2008,9,3,1508
2008,9,4,1910
2008,10,7,1410
2008,10,7,1545
2008,10,7,1936
2008,10,6,1756
2008,9,3,1725
2008,10,1,306
2008,10,5,150
2008,9,1,2100
2008,9,1,203
2008,9,6,1345
2008,10,7,1643
2008,9,4,2000
2008,9,7,441
2008,9,2,1513
2008,10,6,1743
2008,10,1,1635
2008,10,1,1905
2008,10,1,1932
2008,10,6,933
2008,9,7,50
2008,10,6,1603
2008,9,7,1331
2008,10,6,2327
2008,10,7,510
2008,10,7,40
2008,10,2,722
2008,10,2,723
2008,10,1,400
2008,10,1,1155
2008,10,6,2218
2008,10,7,1345
2008,10,2,919
2008,10,5,1340
2008,10,4,1828
2008,10,1,1111
2008,10,6,1314
2008,9,4,1800
2008,9,1,2110
2008,10,6,1510
2008,10,6,1806
2008,10,6,1915
2008,10,7,1400
2008,10,5,1557
2008,10,5,1707
2008,9,6,857
2008,9,3,1430
2008,9,5,1615
2008,9,2,555
2008,9,6,905
2008,9,6,1455
2008,9,4,1828
2008,9,6,735
2008,9,6,714
2008,9,2,1135
2008,9,7,635
2008,9,6,1225
2008,9,3,1430
2008,9,3,1521
2008,9,5,810
2008,9,4,1117
2008,9,5,1540
2008,9,7,11
2008,9,7,1840
2008,9,3,1445
2008,9,6,1807
2008,9,7,125
2008,9,1,1705
2008,9,3,1035
2008,9,2,722
2008,9,4,1130
2008,9,5,1717
2008,9,5,1617
2008,9,6,1719
2008,9,6,1600
2008,9,5,1440
2008,9,5,2018
2008,9,4,2220
2008,9,1,1355
2008,9,1,1445
2008,9,1,2138
2008,9,5,1740
2008,9,6,1230
2008,9,7,1055
2008,9,1,1812
2008,9,7,1410
2008,9,5,1505
2008,9,4,908
2008,9,1,235
2008,9,6,2128
2008,9,2,1645
2008,8,4,2245
2008,9,4,2052
2008,9,2,750
2008,9,6,119
2008,9,5,1602
2008,9,6,625
2008,9,7,1042
2008,9,1,1520
2008,9,6,2100
2008,9,7,145
2008,9,3,230
2008,9,6,115
2008,9,2,1810
2008,10,6,1844
2008,10,2,1602
2008,10,6,1744
2008,10,6,1600
2008,9,2,1745
2008,9,5,944
2008,9,2,845
2008,10,2,1543
2008,10,7,319
2008,8,7,1345
2008,9,2,1620
2008,10,2,1530
2008,10,4,557
2008,10,3,3
2008,9,7,1432
2008,9,3,902
2008,10,2,658
2008,10,3,900
2008,10,3,1530
2008,10,7,1104
2008,10,5,904
2008,10,7,1940
2008,9,1,1551
2008,10,6,1607
2008,10,3,1633
2008,10,2,1734
2008,9,4,15
2008,10,2,627
2008,10,4,53
2008,10,1,220
2008,10,2,1239
2008,9,1,2134
2008,9,2,1645
2008,9,2,1429
2008,10,4,1120
2008,10,7,903
2008,10,4,1511
2008,10,4,1549
2008,10,2,1525
2008,10,4,1238
2008,10,6,827
2008,10,7,1920
2008,9,2,2149
2008,10,4,1700
2008,10,5,113
2008,10,5,201
2008,10,4,1535
2008,10,4,1432
2008,10,4,1735
2008,10,4,1445
2008,10,5,1156
2008,10,4,2107
2008,10,6,1840
2008,10,3,800
2008,10,4,2136
2008,9,2,1655
2008,9,3,759
2008,10,4,612
2008,10,4,1930
2008,9,5,2020
2008,9,1,1333
2008,10,6,750
2008,9,2,1155
2008,9,4,716
2008,9,2,2340
2008,9,7,423
2008,9,2,435
2008,9,2,915
2008,9,2,810
2008,9,4,2319
2008,9,7,1145
2008,9,3,2138
2008,9,5,1615
2008,9,6,10
2008,9,5,318
2008,9,4,1453
2008,9,7,246
2008,9,7,1207
2008,9,3,515
2008,9,3,1838
2008,9,5,1345
2008,9,6,2020
2008,9,2,1232
2008,9,5,1900
2008,9,6,1937
2008,9,6,1325
2008,9,7,2037
2008,9,4,1100
2008,9,4,2158
2008,9,2,2212
2008,9,7,925
2008,9,7,312
2008,9,1,445
2008,9,1,2220
2008,9,4,1510
2008,9,3,1450
2008,9,7,2220
2008,9,3,2130
2008,9,5,725
2008,9,5,1955
2008,9,4,740
2008,9,4,1312
2008,9,1,2052
2008,9,7,239
2008,9,7,147
2008,9,2,1131
2008,9,6,1400
2008,9,1,2339
2008,9,3,1530
2008,9,5,853
2008,9,7,215
2008,9,5,2340
2008,10,6,1040
2008,10,7,2046
2008,10,4,2000
2008,10,6,1704
2008,10,6,1834
2008,10,6,1605
2008,10,4,1630
2008,10,4,1843
2008,10,6,1828
2008,9,5,1946
2008,9,6,110
2008,10,5,805
2008,10,7,713
2008,9,6,1949
2008,10,6,1538
2008,10,6,1722
2008,10,7,1715
2008,9,6,1709
2008,10,5,725
2008,10,4,2240
2008,10,5,1245
2008,9,3,210
2008,9,1,1637
2008,10,6,2322
2008,10,4,518
2008,10,5,1315
2008,10,5,704
2008,10,1,1225
2008,10,7,2055
2008,9,2,20
2008,10,1,2142
2008,10,7,804
2008,10,1,432
2008,10,1,1257
2008,10,5,1245
2008,10,2,658
2008,10,5,1620
2008,10,5,1643
2008,10,6,1225
2008,10,2,942
2008,10,2,910
2008,10,2,1529
2008,9,2,2119
2008,10,1,1310
2008,10,1,214
2008,9,2,1752
2008,10,3,900
2008,10,3,205
2008,10,6,2011
2008,10,6,1901
2008,10,1,304
2008,10,6,1206
2008,9,4,708
2008,9,4,717
2008,9,6,2105
2008,10,4,1730
2008,10,5,2308
2008,10,4,1251
2008,10,6,2127
2008,10,2,736
2008,10,4,1800
2008,10,1,830
2008,10,3,808
2008,10,3,1227
2008,10,3,1311
2008,10,3,1551
2008,10,7,948
2008,10,5,2033
2008,10,4,1009
2008,10,1,1150
2008,10,7,1215
2008,10,6,1958
2008,10,4,2234
2008,10,6,118
2008,9,1,1720
2008,10,1,1908
2008,10,1,843
2008,10,3,2041
2008,10,1,1757
2008,10,4,900
2008,10,3,1041
2008,10,3,1802
2008,10,4,1642
2008,10,4,1428
2008,10,4,1510
2008,10,4,1611
2008,10,6,1525
2008,10,2,2032
2008,10,7,1505
2008,9,5,1020
2008,10,2,101
2008,10,1,28
2008,10,4,1837
2008,10,4,1920
2008,10,4,1710
2008,10,3,123
2008,10,4,1736
2008,10,1,2116
2008,10,5,139
2008,10,4,1307
2008,10,3,145
2008,10,4,1215
2008,10,4,754
2008,10,5,750
2008,10,5,1209
2008,10,5,727
2008,10,4,1712
2008,10,4,1830
2008,10,5,1706
2008,10,2,1548
2008,10,6,1812
2008,10,4,1552
2008,10,7,2340
2008,10,4,1648
2008,10,7,1125
2008,10,7,1453
2008,10,7,1557
2008,10,3,1628
2008,10,6,1538
2008,10,4,2334
2008,10,2,2342
2008,10,6,259
2008,10,1,1315
2008,9,6,342
2008,9,6,2348
2008,9,7,40
2008,10,4,1505
2008,10,3,1735
2008,10,5,1158
2008,10,5,1455
2008,10,4,1730
2008,10,5,1326
2008,10,5,1449
2008,10,4,1644
2008,9,3,1725
2008,10,5,852
2008,10,3,2050
2008,10,6,1618
2008,10,4,2224
2008,10,6,2149
2008,10,6,1727
2008,10,7,1550
2008,10,2,2138
2008,10,7,429
2008,10,6,558
2008,10,5,1749
2008,9,1,1904
2008,9,3,848
2008,9,6,1705
2008,9,3,1220
2008,9,3,1522
2008,10,6,1300
2008,9,3,1903
2008,9,5,17
2008,9,5,225
2008,9,3,1243
2008,10,4,1551
2008,9,2,1200
2008,9,5,1804
2008,9,3,830
2008,10,7,1220
2008,9,5,835
2008,9,3,1333
2008,9,1,7
2008,9,3,121
2008,10,6,237
2008,9,1,1930
2008,9,2,830
2008,10,4,1340
2008,9,4,1700
2008,10,5,1452
2008,10,6,1905
2008,9,6,1545
2008,9,3,1420
2008,10,6,103
2008,9,4,1236
2008,9,2,1210
2008,10,4,925
2008,10,4,1445
2008,10,6,1650
2008,10,6,1700
2008,10,6,1550
2008,9,6,1710
2008,9,7,312
2008,10,4,930
2008,9,6,729
2008,10,4,436
2008,9,3,1626
2008,10,6,2232
2008,10,4,1345
2008,10,7,1200
2008,9,1,2150
2008,9,3,840
2008,10,6,2245
2008,9,3,1658
2008,10,6,1806
2008,9,1,1345
2008,9,3,1251
2008,9,4,555
2008,9,4,1030
2008,9,6,1430
2008,9,6,1935
2008,9,1,1055
2008,10,6,1110
2008,10,2,220
2008,10,7,255
2008,9,3,1700
2008,10,1,639
2008,9,2,1635
2008,9,2,1659
2008,9,2,2005
2008,10,6,855
2008,10,5,1618
2008,10,5,820
2008,9,3,2130
2008,10,4,2138
2008,10,7,2250
2008,9,3,1618
2008,9,3,1711
2008,10,1,709
2008,9,6,740
2008,10,5,819
2008,10,5,1435
2008,10,2,215
2008,10,7,1309
2008,10,1,1255
2008,10,1,1530
2008,10,7,1709
2008,10,1,247
2008,10,7,155
2008,10,6,2335
2008,10,1,230
2008,10,7,502
2008,10,1,2240
2008,10,3,2346
2008,10,3,1711
2008,10,4,1352
2008,10,4,1620
2008,10,4,2010
2008,10,5,841
2008,10,5,1050
2008,10,6,1730
2008,10,1,1215
2008,10,2,858
2008,10,2,1027
2008,9,7,850
2008,10,1,2247
2008,10,7,1033
2008,10,4,1322
2008,10,2,1333
2008,10,6,1918
2008,9,3,1100
2008,9,3,1305
2008,10,1,1500
2008,9,2,1929
2008,10,2,1607
2008,10,1,1918
2008,9,7,647
2008,10,7,800
2008,10,2,615
2008,10,2,1552
2008,10,3,1010
2008,10,3,813
2008,10,3,910
2008,10,2,1325
2008,10,3,1639
2008,9,3,1235
2008,10,6,1310
2008,10,1,2358
2008,10,2,415
2008,10,6,300
2008,10,1,2330
2008,10,3,1512
2008,10,2,2110
2008,10,3,2034
2008,10,3,1517
2008,10,4,1529
2008,10,3,1400
2008,10,4,36
2008,10,7,1849
2008,10,6,1754
2008,10,7,1300
2008,10,5,205
2008,10,3,736
2008,10,3,701
2008,10,3,1424
2008,10,3,1339
2008,10,4,740
2008,10,3,1040
2008,10,4,1425
2008,10,2,1957
2008,10,1,709
2008,10,3,849
2008,10,6,1237
2008,10,1,48
2008,10,4,2050
2008,10,3,1406
2008,10,1,30
2008,10,4,1326
2008,10,4,1447
2008,10,6,1355
2008,10,1,1225
2008,10,2,700
2008,10,3,1505
2008,10,4,955
2008,10,4,1520
2008,10,7,1927
2008,10,5,832
2008,10,1,2321
2008,10,2,1500
2008,10,4,1650
2008,10,5,1342
2008,9,2,2215
2008,10,5,1050
2008,10,6,1145
2008,10,3,1805
2008,10,1,335
2008,10,3,917
2008,10,3,1734
2008,10,4,1306
2008,10,2,640
2008,10,5,905
2008,10,3,1810
2008,10,3,1350
2008,10,3,1600
2008,10,2,1540
2008,10,1,325
2008,10,3,1725
2008,10,3,1735
2008,10,4,1655
2008,10,6,2022
2008,10,6,1955
2008,10,7,2235
2008,10,2,900
2008,10,3,430
2008,10,4,1327
2008,10,5,849
2008,10,5,725
2008,10,4,1422
2008,10,5,1328
2008,10,5,1634
2008,10,5,947
2008,10,2,1808
2008,10,1,1240
2008,10,5,1708
2008,10,5,1736
2008,9,7,710
2008,10,4,1226
2008,10,4,1152
2008,10,4,1113
2008,10,5,230
2008,10,6,1831
2008,10,4,837
2008,10,5,1715
2008,10,3,855
2008,9,3,1300
2008,10,5,2012
2008,10,5,1610
2008,10,4,1934
2008,10,1,115
2008,10,7,214
2008,10,7,306
2008,10,1,2048
2008,10,4,1306
2008,10,4,1554
2008,10,6,805
2008,10,7,2100
2008,10,4,2240
2008,10,6,1510
2008,10,5,2230
2008,10,3,1624
2008,10,5,537
2008,10,5,1416
2008,10,1,1302
2008,10,1,500
2008,10,1,1402
2008,10,3,835
2008,10,3,1305
2008,10,4,1746
2008,10,5,237
2008,10,6,147
2008,10,7,209
2008,10,7,1120
2008,10,1,229
2008,10,3,1521
2008,10,4,1202
2008,10,4,1239
2008,10,3,2017
2008,10,4,1742
2008,10,6,1600
2008,10,4,1841
2008,10,1,103
2008,10,3,1600
2008,10,4,1110
2008,10,2,1537
2008,10,4,1842
2008,10,4,1527
2008,10,5,251
2008,10,2,256
2008,9,6,1921
2008,9,1,43
2008,10,4,1521
2008,10,7,1726
2008,9,4,2246
2008,9,3,1831
2008,9,6,1250
2008,9,4,1150
2008,9,4,641
2008,9,1,834
2008,9,4,1430
2008,10,5,749
2008,10,4,1238
2008,10,4,1243
2008,10,6,1745
2008,10,2,635
2008,10,5,1327
2008,10,5,1534
2008,10,4,2306
2008,6,3,1748
2008,10,1,1436
2008,10,6,1348
2008,10,5,1130
2008,10,6,1412
2008,10,5,1548
2008,10,6,1626
2008,10,2,2135
2008,10,4,1144
2008,10,6,2127
2008,10,3,1855
2008,10,4,2054
2008,10,5,1410
2008,10,7,148
2008,9,7,1850
2008,10,5,914
2008,9,6,1236
2008,10,4,2120
2008,10,6,2138
2008,10,3,637
2008,10,7,140
2008,10,7,232
2008,10,5,925
2008,10,7,450
2008,10,4,1025
2008,10,6,853
2008,9,6,1440
2008,10,1,2245
2008,10,5,715
2008,10,3,2056
2008,9,7,312
2008,9,5,1900
2008,9,7,32
2008,10,6,2225
2008,10,7,605
2008,10,4,2006
2008,10,3,1707
2008,10,7,1114
2008,10,6,2129
2008,10,5,1555
2008,10,5,1645
2008,10,6,124
2008,10,7,450
2008,10,7,2055
2008,10,7,2340
2008,10,5,1352
2008,10,1,635
2008,10,1,2000
2008,10,3,1405
2008,10,1,824
2008,10,2,1331
2008,10,5,1000
2008,10,1,1445
2008,10,7,1935
2008,10,6,1600
2008,10,1,1705
2008,10,1,1237
2008,10,6,2319
2008,10,1,2300
2008,10,1,345
2008,10,1,2305
2008,10,2,11
2008,10,1,241
2008,10,3,2055
2008,10,7,625
2008,10,2,645
2008,10,5,650
2008,10,1,1230
2008,10,6,745
2008,10,6,800
2008,10,6,2143
2008,10,2,837
2008,10,5,738
2008,10,2,2013
2008,10,5,2230
2008,10,2,1255
2008,10,7,1456
2008,10,1,1255
2008,10,3,1503
2008,10,5,2358
2008,10,6,726
2008,10,3,1432
2008,10,6,837
2008,10,7,855
2008,10,7,907
2008,10,1,2050
2008,10,5,314
2008,10,6,1542
2008,10,2,2205
2008,10,3,1445
2008,10,4,1531
2008,10,7,1820
2008,10,1,2000
2008,10,1,2129
2008,10,6,1750
2008,10,4,1640
2008,10,7,1055
2008,10,7,1537
2008,10,4,1635
2008,10,3,820
2008,10,3,1033
2008,10,6,2005
2008,10,3,1648
2008,10,2,1931
2008,10,3,1629
2008,9,6,2105
2008,10,1,1914
2008,10,4,1000
2008,10,2,1503
2008,10,3,1622
2008,10,7,1727
2008,10,3,2225
2008,10,2,805
2008,10,7,2215
2008,10,3,1403
2008,10,1,2118
2008,10,3,1915
2008,10,3,1003
2008,10,3,1359
2008,10,4,912
2008,10,3,723
2008,10,4,1100
2008,10,4,1520
2008,10,4,1601
2008,10,4,1615
2008,10,3,1641
2008,10,7,1752
2008,10,6,1510
2008,10,5,2140
2008,10,6,935
2008,10,3,624
2008,10,3,1132
2008,10,4,1855
2008,10,4,1925
2008,10,7,1907
2008,10,4,1330
2008,10,5,204
2008,10,2,951
2008,10,7,1246
2008,9,6,842
2008,10,5,515
2008,10,1,2303
2008,10,3,831
2008,10,5,1014
2008,10,2,2035
2008,10,2,717
2008,10,5,1024
2008,9,4,2202
2008,10,2,1250
2008,10,4,1337
2008,10,4,1314
2008,10,5,936
2008,10,6,1217
2008,10,5,1506
2008,10,4,1512
2008,10,5,1641
2008,10,3,838
2008,10,5,822
2008,10,2,852
2008,10,5,2140
2008,10,5,748
2008,10,5,712
2008,10,5,2130
2008,9,7,1118
2008,10,6,229
2008,10,7,1038
2008,10,1,920
2008,10,5,1825
2008,10,2,1328
2008,10,6,2315
2008,9,6,1440
2008,10,5,740
2008,10,5,1601
2008,10,6,1620
2008,10,4,1915
2008,10,3,1835
2008,10,6,1134
2008,10,3,1055
2008,10,4,825
2008,10,7,1500
2008,10,4,1720
2008,10,5,1853
2008,10,4,1410
2008,10,6,231
2008,10,4,1414
2008,10,5,1220
2008,10,6,32
2008,10,6,745
2008,10,7,1606
2008,10,4,1243
2008,10,4,810
2008,10,1,2020
2008,10,5,244
2008,10,5,1640
2008,10,6,1900
2008,10,2,2350
2008,10,3,1041
2008,10,3,1725
2008,10,5,2144
2008,10,6,1930
2008,10,7,120
2008,10,1,5
2008,10,1,1600
2008,10,4,1930
2008,10,5,1545
2008,10,3,720
2008,10,6,31
2008,10,7,2200
2008,10,1,1336
2008,10,5,1404
2008,10,7,235
2008,10,2,1440
2008,10,2,219
2008,10,2,2025
2008,10,3,705
2008,10,7,944
2008,10,4,605
2008,10,5,830
2008,10,7,1515
2008,10,4,1118
2008,10,5,730
2008,10,6,1735
2008,10,2,1643
2008,10,5,812
2008,10,1,1650
2008,10,4,1730
2008,10,5,1410
2008,10,4,1645
2008,10,4,1526
2008,10,4,2023
2008,10,5,850
2008,10,7,1745
2008,10,7,0
2008,10,2,1719
2008,10,4,500
2008,10,7,301
2008,10,3,1910
2008,10,5,1050
2008,10,5,750
2008,10,2,2338
2008,10,5,1310
2008,10,6,850
2008,10,5,830
2008,10,4,1320
2008,10,5,1715
2008,10,6,1510
2008,10,6,1602
2008,10,7,45
2008,10,7,107
2008,10,1,414
2008,10,5,659
2008,10,2,1733
2008,10,6,2015
2008,10,4,2135
2008,10,6,1507
2008,10,2,1503
2008,10,5,654
2008,11,7,50
2008,10,4,1330
2008,10,6,1953
2008,10,6,1408
2008,10,6,1416
2008,11,7,1100
2008,10,2,1510
2008,10,7,1856
2008,10,6,1424
2008,11,7,2232
2008,10,7,140
2008,10,6,2336
2008,10,4,802
2008,11,1,1523
2008,10,6,2110
2008,11,7,2330
2008,10,6,1945
2008,10,6,414
2008,11,1,2315
2008,9,1,1024
2008,10,6,102
2008,10,5,635
2008,10,5,745
2008,10,6,2008
2008,10,2,642
2008,10,4,600
2008,11,1,1356
2008,10,3,830
2008,10,7,0
2008,11,1,1930
2008,10,6,1641
2008,11,2,236
2008,10,7,525
2008,10,1,1132
2008,10,4,1548
2008,11,2,1810
2008,11,2,1530
2008,9,2,1813
2008,11,7,1621
2008,11,7,227
2008,10,5,122
2008,10,6,1430
2008,10,4,1215
2008,11,2,713
2008,10,6,2120
2008,10,5,1312
2008,10,5,2230
2008,11,3,830
2008,10,4,1830
2008,11,7,1039
2008,11,2,1505
2008,11,3,716
2008,11,3,915
2008,11,2,1200
2008,11,1,1420
2008,11,2,958
2008,10,4,1805
2008,11,2,1721
2008,10,6,1520
2008,10,5,607
2008,9,3,2112
2008,10,5,2107
2008,11,2,1218
2008,11,3,1807
2008,10,5,645
2008,11,2,2254
2008,9,7,2154
2008,10,5,1759
2008,11,7,1207
2008,11,4,840
2008,11,3,2052
2008,11,4,1706
2008,11,1,2352
2008,11,4,1639
2008,11,4,1600
2008,11,7,1427
2008,11,4,633
2008,11,1,612
2008,10,2,1536
2008,11,5,758
2008,10,5,726
2008,10,3,1524
2008,11,3,1356
2008,10,3,808
2008,10,3,819
2008,11,5,1052
2008,11,3,1708
2008,11,4,1940
2008,11,5,1547
2008,11,1,2005
2008,10,2,2220
2008,11,1,454
2008,11,3,2225
2008,11,5,1600
2008,11,5,503
2008,10,5,1752
2008,10,4,1640
2008,10,7,136
2008,10,3,812
2008,10,7,1923
2008,11,3,1432
2008,7,4,710
2008,7,4,1110
2008,11,6,630
2008,11,5,1410
2008,7,5,2100
2008,11,6,957
2008,10,6,1450
2008,11,4,1809
2008,8,3,545
2008,11,6,1257
2008,11,5,1741
2008,10,5,2055
2008,11,6,1609
2008,10,5,2135
2008,11,6,1809
2008,11,6,1855
2008,11,6,1920
2008,10,7,335
2008,10,7,710
2008,10,5,654
2008,10,5,1811
2008,10,6,1403
2008,10,3,1245
2008,10,3,1415
2008,10,1,1928
2008,10,5,1913
2008,10,4,1448
2008,10,4,2216
2008,10,3,707
2008,10,5,1922
2008,10,4,1340
2008,10,4,1316
2008,10,3,659
2008,10,5,730
2008,10,4,1218
2008,10,4,2119
2008,10,1,1705
2008,10,5,1910
2008,10,7,315
2008,10,7,1300
2008,10,3,1320
2008,10,7,810
2008,10,2,902
2008,10,6,2050
2008,10,2,1000
2008,10,2,1625
2008,10,5,830
2008,10,7,205
2008,10,7,1020
2008,10,6,2128
2008,10,6,2235
2008,10,7,905
2008,10,1,420
2008,10,6,1150
2008,10,3,1840
2008,10,5,1615
2008,10,5,1800
2008,10,4,610
2008,10,5,1622
2008,10,7,1020
2008,10,7,822
2008,10,1,315
2008,10,1,2100
2008,10,1,1825
2008,10,1,1620
2008,10,6,1045
2008,10,6,2200
2008,10,7,1838
2008,10,5,1220
2008,10,3,2152
2008,10,1,2155
2008,10,6,1419
2008,10,1,28
2008,9,5,1356
2008,10,4,1051
2008,11,5,1333
2008,11,7,635
2008,11,3,2120
2008,11,3,1726
2008,11,6,2123
2008,11,4,1837
2008,11,5,1059
2008,11,1,1326
2008,11,6,2008
2008,11,7,1922
2008,11,7,1814
2008,11,5,724
2008,11,5,1425
2008,11,3,845
2008,9,4,1825
2008,11,5,1117
2008,11,2,655
2008,11,1,1500
2008,11,1,1850
2008,11,1,150
2008,11,1,1305
2008,10,5,1222
2008,10,2,1201
2008,11,2,944
2008,11,6,1519
2008,11,1,1735
2008,11,2,1535
2008,11,2,1601
2008,10,3,1721
2008,11,3,15
2008,10,4,1248
2008,11,2,1316
2008,10,7,757
2008,11,2,750
2008,10,4,1759
2008,11,3,907
2008,9,6,30
2008,10,4,1245
2008,11,7,324
2008,11,2,1945
2008,11,4,9
2008,10,4,217
2008,11,2,17
2008,10,7,1823
2008,11,1,353
2008,11,1,1220
2008,10,5,853
2008,10,6,1214
2008,10,2,1751
2008,10,6,2310
2008,11,4,1655
2008,10,6,1355
2008,10,6,1500
2008,10,7,50
2008,10,7,28
2008,10,4,514
2008,10,4,1327
2008,10,1,1648
2008,10,4,1507
2008,10,6,2325
2008,10,7,2205
2008,10,5,1740
2008,10,5,1834
2008,10,2,840
2008,10,4,2351
2008,10,5,829
2008,10,6,750
2008,10,6,2126
2008,10,7,1346
2008,10,6,1340
2008,10,1,1510
2008,10,4,12
2008,10,6,1959
2008,10,6,1054
2008,10,3,1545
2008,10,4,1340
2008,10,5,650
2008,10,5,1358
2008,10,6,1500
2008,10,6,255
2008,11,7,900
2008,11,1,1147
2008,10,5,2055
2008,10,7,2040
2008,11,7,2040
2008,11,1,404
2008,10,3,1540
2008,10,3,1741
2008,10,3,1602
2008,10,3,1606
2008,10,4,1906
2008,10,6,2141
2008,10,7,1010
2008,10,4,1136
2008,10,5,1030
2008,10,5,1237
2008,10,5,2235
2008,10,5,1420
2008,10,6,2240
2008,10,6,1710
2008,10,5,1220
2008,10,6,725
2008,10,6,2130
2008,10,3,130
2008,10,3,1212
2008,10,4,1811
2008,10,5,606
2008,10,5,2345
2008,10,6,730
2008,11,6,2126
2008,11,5,1210
2008,11,5,922
2008,11,7,930
2008,11,5,1007
2008,11,4,1629
2008,11,4,1618
2008,11,4,2151
2008,11,5,941
2008,11,5,1625
2008,11,4,2200
2008,11,5,1558
2008,11,4,1211
2008,10,4,1724
2008,11,5,2026
2008,11,7,531
2008,11,2,1926
2008,11,4,1415
2008,11,2,509
2008,10,3,1312
2008,10,7,1313
2008,11,6,1345
2008,11,3,1845
2008,11,7,1859
2008,11,6,2035
2008,11,6,2022
2008,11,6,2259
2008,10,4,1420
2008,10,5,1325
2008,11,6,1306
2008,11,1,1840
2008,11,2,1004
2008,11,4,1202
2008,11,5,1348
2008,11,3,1320
2008,11,6,733
2008,11,3,1336
2008,8,1,2124
2008,8,7,2050
2008,9,2,1805
2008,10,3,1250
2008,10,4,751
2008,10,5,2144
2008,10,6,1940
2008,11,2,2035
2008,11,3,1410
2008,11,4,1730
2008,11,4,1830
2008,11,5,625
2008,11,7,1135
2008,11,7,2200
2008,11,1,1335
2008,11,1,1335
2008,11,1,2035
2008,11,1,2200
2008,11,2,1655
2008,11,3,700
2008,11,3,1725
2008,11,5,1240
2008,11,3,2153
2008,11,6,151
2008,11,3,2200
2008,11,5,704
2008,9,5,408
2008,10,2,1240
2008,10,6,1343
2008,11,3,1934
2008,11,4,1809
2008,11,1,345
2008,11,3,537
2008,10,3,1900
2008,11,6,149
2008,11,1,2055
2008,10,5,1137
2008,10,7,319
2008,10,2,1025
2008,10,4,734
2008,10,3,930
2008,10,3,651
2008,10,7,1504
2008,10,7,1600
2008,10,2,943
2008,10,3,2027
2008,10,5,1740
2008,10,6,2200
2008,10,4,720
2008,10,2,1155
2008,10,4,1150
2008,11,7,335
2008,11,5,930
2008,11,7,1947
2008,11,1,1831
2008,11,6,1000
2008,11,7,1022
2008,11,1,1642
2008,10,1,5
2008,10,6,2
2008,11,7,422
2008,10,6,1445
2008,11,7,310
2008,10,6,2239
2008,10,1,1403
2008,10,5,1420
2008,10,4,1510
2008,11,6,1521
2008,11,6,1850
2008,11,6,1730
2008,11,6,2007
2008,11,6,2346
2008,11,7,429
2008,11,7,315
2008,10,6,940
2008,11,3,1252
2008,11,7,1021
2008,11,7,1509
2008,11,6,2153
2008,11,7,1458
2008,11,7,1735
2008,11,7,2020
2008,11,7,124
2008,11,7,2043
2008,11,5,2220
2008,11,7,500
2008,11,7,1515
2008,11,7,1235
2008,11,1,1109
2008,11,1,1225
2008,11,1,1458
2008,11,1,1518
2008,10,6,430
2008,11,1,2000
2008,11,4,1447
2008,11,7,2335
2008,11,1,2155
2008,11,6,635
2008,11,5,1146
2008,11,1,411
2008,11,7,1337
2008,11,1,1304
2008,11,2,820
2008,11,1,1108
2008,11,2,846
2008,11,5,1113
2008,11,5,1355
2008,11,2,850
2008,11,2,1305
2008,11,7,1540
2008,11,5,1757
2008,11,3,1207
2008,11,5,2035
2008,11,6,1150
2008,11,2,639
2008,11,6,1255
2008,11,6,2118
2008,11,3,1810
2008,11,4,554
2008,11,5,1057
2008,11,5,1740
2008,11,6,2205
2008,10,6,1800
2008,11,7,2143
2008,11,4,1810
2008,11,7,1145
2008,10,1,1621
2008,11,5,555
2008,11,7,2
2008,11,5,758
2008,11,2,1600
2008,11,7,1515
2008,11,2,1900
2008,11,2,1637
2008,11,2,1835
2008,11,2,1815
2008,11,2,1539
2008,11,2,2245
2008,11,2,2215
2008,10,5,645
2008,11,5,1253
2008,11,7,210
2008,11,3,30
2008,11,2,2303
2008,11,2,2249
2008,10,5,2300
2008,10,6,648
2008,10,3,725
2008,11,6,1430
2008,11,2,2252
2008,11,2,2328
2008,10,4,1632
2008,11,5,1417
2008,11,1,1302
2008,11,6,1730
2008,11,7,2336
2008,11,2,959
2008,11,2,1808
2008,11,3,820
2008,11,2,1825
2008,11,3,1224
2008,11,6,2159
2008,11,2,1827
2008,11,3,1710
2008,10,3,2145
2008,11,1,2357
2008,11,2,1333
2008,11,6,1736
2008,11,2,1936
2008,11,3,1850
2008,11,2,1607
2008,11,5,30
2008,10,5,2120
2008,11,7,1127
2008,11,2,803
2008,11,2,1803
2008,11,2,1804
2008,11,2,1804
